code,description,unit
2513,"Пемза; наждак; табиий корунд, табиий ёқут ва бошқа термик ишлов берилган ёки ишлов берилмаган табиий абразив материаллар:",
2513100000,пемза,кг
2513200000,"наждак, табиий корунд, табиий ёқут ва бошқа абразив – материаллар",кг
2514000000,"Сланец, қўпол майдаланган ёки майдаланмаган, арраланган ёки – арраланмаган ёхуд бошқача тарзда тўғри тўртбурчак (шу жумладан, квадрат) шаклидаги блок ёки плиталарга кесилган",кг
2515,"Мрамор, травертин, ёки охак туф, экауссин ҳамда солиштирма оғирлиги 2,5 ва ундан кўпроқ бўлган ҳайкалтарошлик ёки қурилиш учун, алебастр, йирик майдаланган ёки майдаланмаган, арраланган ёки арраланмаган ёхуд бошқача тарзда тўғри тўртбурчак (шу жумладан, квадрат) шаклидаги блок ёки плиталарга кесилган: – мрамор ва травертин, ёки оҳак туф:",
2515110000,– ишлов берилмаган ёки қўпол майдаланган,кг
2515120000,"– арраланган ёки арраланмаган ёхуд бошқача тарзда тўғри – тўртбурчак (шу жумладан, квадрат) шаклидаги блок ёки плиталарга кесилган",кг
2515200000,ҳайкалтарошлик ёки қурилиш учун экауссин; алебастр,кг
2516,"Гранит, порфир, базальт, қумтош ва ёдгорлик, ҳайкалтарошлик ёхуд қурилиш учун, йирик майдаланган ёки майдаланмаган, арраланган ёки арраланмаган ёхуд бошқача тарзда тўғри тўртбурчак (шу жумладан, квадрат) шаклидаги блок ёки плиталарга кесилган тошлар – гранит:",
2516110000,– ишлов берилмаган ёки қўпол майдаланган,кг
191,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
2516120000,"– арраланган ёки арраланмаган ёки бошқача тарзда тўғри – тўртбурчак (шу жумладан, квадрат) шаклидаги блок ёки плиталарга кесилган",кг
2516200000,қумтош,кг
2516900000,ҳайкалтарошлик ёки қурилиш учун бошқа тошлар,кг
2517,"Шоссе йўллари ёки темир йўллари ёки бошқа баластлар учун, одатда, бетон, балластларни тўлдирувчи сифатида ишлатиладиган шағал, гравий, шебень ёки майдаланган тош, шунингдек, термик ишлов берилган ёки ишлов берилмаган валунлар ва кремнийли гравий; тошқолдан, таркибида товар позициясининг биринчи қисмида кўрсатилган мавжуд бўлган ёки бўлмаган дросс ёки шунга ўхшаш саноат чиқиндиларидан бўлган макадам; гудронланган макадам; термик ишлов берилган ёки ишлов берилмаган 2515- ёки 2516-товар позициясининг тошидан бўлган гранулалар, майдаланган гранулалар:",
251710,"шоссе йўллари ёки темир йўллари ёхуд бошқа баластлар учун одатда бетон, балластларни тўлдирувчи сифатида ишлатиладиган галька, гравий, щебень (шағал) ёки майдаланган тош, шунингдек, термик ишлов берилган ёки ишлов берилмаган валунлар ва кремнийли гравий:",
